,source,target
23347,BCAS2,PAX5
23348,BCAS2,KRT35
23349,BCAS2,ACY1
23350,SRSF11,SRSF11
23351,SRSF11,RBM39
23352,SRSF11,SRPK2
23353,SRSF11,SDCBP
23354,SRSF11,SRRM4
23355,SRSF11,SREK1
23356,SRSF11,HYI
23357,SRSF11,PUF60
23358,SRSF11,ZNF385C
23359,SRSF11,DUSP29
23360,SRSF11,GATC
23361,SRSF11,DACH1
23362,CTH,CTH
23363,CTH,RECK
23364,CTH,GUCD1
23365,TNNI3K,FBXO4
23366,CRYZ,CRYZ
23367,ZBTB17,ZBTB8A
23368,TTF2,TNIP1
23369,TTF2,TCF4
23370,NR5A2,GTF2H2C
23371,KIF21B,NTAQ1
23372,TMEM9,EMP1
23373,TMEM9,CLDN10
23374,TMEM9,TMEM60
23375,TMEM9,STX6
23376,TMEM9,TMEM140
23377,TMEM9,PGAP2
23378,TMEM9,CLDN1
23379,TMEM9,SLC30A8
23380,TMEM9,NINJ2
23381,TMEM9,C2CD2L
23382,TMEM9,TRARG1
23383,TMEM9,ATP6V0C
23384,ADPRS,PRDM5
23385,ADPRS,TNKS
23386,HAO2,SEC14L4
23387,EXOC8,BLZF1
23388,EXOC8,ELL2
23389,EXOC8,KIAA1217
23390,EXOC8,KRT36
23391,EXOC8,USHBP1
23392,EXOC8,KRT34
23393,EXOC8,TRIM21
23394,EXOC8,MTUS2
23395,EXOC8,BEX2
23396,EXOC8,RINT1
23397,EXOC8,MARCHF7
23398,EXOC8,UQCC2
23399,EXOC8,TRIM54
23400,EXOC8,NUP54
23401,EXOC8,VPS37B
23402,EXOC8,TCF12
23403,EXOC8,CCDC33
23404,EXOC8,KIFC3
23405,EXOC8,MIPOL1
23406,EXOC8,CWF19L2
23407,EXOC8,RUSC1
23408,EXOC8,IKZF3
23409,EXOC8,PRR35
23410,EXOC8,MYOZ3
23411,EXOC8,USP54
23412,EXOC8,NAB2
23413,EXOC8,ATP23
23414,EXOC8,GOLGA2
23415,EXOC8,SCARA5
23416,EXOC8,ZNF35
23417,EXOC8,MBD3L1
23418,EXOC8,KRT19
23419,EXOC8,SYCE1
23420,EXOC8,IHO1
23421,EXOC8,DMAP1
23422,EXOC8,ZSCAN4
23423,EXOC8,WASHC1
23424,EXOC8,KRT76
23425,EXOC8,ZNF566
23426,EXOC8,ZNF177
23427,EXOC8,BLOC1S2
23428,EXOC8,FAM217B
23429,EXOC8,BORCS6
23430,EXOC8,TCF4
23431,EXOC8,ANKRD36B
23432,EXOC8,GTF2E2
23433,EXOC8,STMN3
23434,EXOC8,ZNF628
23435,EXOC8,CCHCR1
23436,EXOC8,CDSN
23437,EXOC8,TRIM27
23438,EXOC8,VPS16
23439,EXOC8,ISY1
23440,EXOC8,ISY1-RAB43
23441,EXOC8,ZNF559-ZNF177
23442,TSNAX,GADD45G
23443,TSNAX,COG6
23444,TSNAX,EMILIN1
23445,TSNAX,TCF12
23446,TSNAX,SOGA1
23447,TSNAX,NTAQ1
23448,TSNAX,PMF1
23449,TSNAX,VPS28
23450,TSNAX,SYCE2
23451,TSNAX,HMGB2
23452,TSNAX,PRPF18
23453,TSNAX,BEX3
23454,TSNAX,LDB2
23455,TSNAX,TCP11L1
23456,TSNAX,LDOC1
23457,TSNAX,BLOC1S5
23458,TSNAX,SPRED2
23459,TSNAX,TSN
23460,C1orf109,MTFR1L
23461,C1orf109,AVPI1
23462,C1orf109,SORBS3
23463,C1orf109,PPP1R12C
23464,C1orf109,PUDP
23465,C1orf109,ECSIT
23466,C1orf109,TNNI2
23467,C1orf109,NUTM2F
23468,C1orf109,ZNF20
23469,C1orf109,RINT1
23470,C1orf109,LMO2
23471,C1orf109,STX11
23472,C1orf109,ZSCAN9
23473,C1orf109,TRIM54
23474,C1orf109,CEP55
23475,C1orf109,ABI2
23476,C1orf109,NUP54
23477,C1orf109,SLAIN1
23478,C1orf109,CCDC33
23479,C1orf109,FTO
23480,C1orf109,KIFC3
23481,C1orf109,ECM1
23482,C1orf109,C1QTNF2
23483,C1orf109,GIGYF1
23484,C1orf109,CCDC120
23485,C1orf109,TTC12
23486,C1orf109,MIPOL1
23487,C1orf109,UHMK1
23488,C1orf109,RNF20
23489,C1orf109,VBP1
23490,C1orf109,FAM86C1P
23491,C1orf109,GOLGA6A
23492,C1orf109,PSMB4
23493,C1orf109,RUSC1
23494,C1orf109,IKZF3
23495,C1orf109,REL
23496,C1orf109,DISC1
23497,C1orf109,TEKT4
23498,C1orf109,HESX1
23499,C1orf109,KLF15
23500,C1orf109,C9orf24
23501,C1orf109,ZMAT1
23502,C1orf109,ATP23
23503,C1orf109,TEPSIN
23504,C1orf109,NFKBID
23505,C1orf109,KRT80
23506,C1orf109,KRT24
23507,C1orf109,CCDC88B
23508,C1orf109,CT55
23509,C1orf109,KRT75
23510,C1orf109,SOCS6
23511,C1orf109,CDCA4
23512,C1orf109,MBD3L1
23513,C1orf109,KRT19
23514,C1orf109,IHO1
23515,C1orf109,CBY2
23516,C1orf109,TSGA10IP
23517,C1orf109,PNMA1
23518,C1orf109,PDE4DIP
23519,C1orf109,ZBTB42
23520,C1orf109,SERTAD2
23521,C1orf109,RPH3AL
23522,C1orf109,RNF41
23523,C1orf109,USH1G
23524,C1orf109,CCDC125
23525,C1orf109,CTAG1B
23526,C1orf109,KRT76
23527,C1orf109,INKA1
23528,C1orf109,IKZF1
23529,C1orf109,SAPCD2
23530,C1orf109,ZNF17
23531,C1orf109,KRT16
23532,C1orf109,PAX5
23533,C1orf109,FAM217B
23534,C1orf109,BORCS6
23535,C1orf109,SERTAD1
23536,C1orf109,ZNF420
23537,C1orf109,KRT35
23538,C1orf109,STMN3
23539,C1orf109,GOLGA6L9
23540,C1orf109,MDM4
23541,C1orf109,KIAA0753
23542,C1orf109,OOEP
23543,C1orf109,CCHCR1
23544,C1orf109,TTC23L
23545,C1orf109,ZBED1
23546,C1orf109,VPS52
23547,C1orf109,ZNF688
23548,C1orf109,GET4
23549,C1orf109,KRTAP13-3
23550,C1orf109,CTAG1A
23551,C1orf109,MEI4
23552,C1orf109,TADA2A
23553,LGALS8,WBP2
23554,LGALS8,CALCOCO2
23555,LGALS8,NACC1
23556,LGALS8,NR1D2
23557,NT5C1A,NTAQ1
23558,HPCAL4,F3
23559,HPCAL4,SPRED1
23560,HPCAL4,ANKRD33
23561,HPCAL4,TEX13B
23562,HPCAL4,AQP4
23563,HPCAL4,MSRA
23564,HPCAL4,FAM131C
23565,HPCAL4,LITAF
23566,HPCAL4,CDSN
23567,MYCL,PRKAA2
23568,MYCL,CATSPER1
23569,MYCL,OTUD6A
23570,SIPA1L2,TCEANC
23571,SIPA1L2,AP3M1
23572,RIMS3,BCL2L2-PABPN1
23573,UAP1,UAP1
23574,KLHL12,KLHL12
23575,KLHL12,TTBK2
23576,KLHL12,MPP1
23577,KLHL12,SDCBP
23578,KLHL12,LNPK
23579,KLHL12,C1QTNF2
23580,KLHL12,KLHL3
23581,KLHL12,NTAQ1
23582,KLHL12,DVL3
23583,KLHL12,PEF1
23584,KLHL12,RPP25L
23585,KLHL12,SNX20
23586,KLHL12,FAM90A1
23587,KLHL12,VEGFB
23588,KLHL12,ZBTB4
23589,KLHL12,RIN1
23590,KLHL12,TBC1D10C
23591,KLHL12,TCEANC
23592,KLHL12,CCBE1
23593,KLHL12,FLNA
23594,KLHL12,ARRDC1
23595,KLHL12,BAG6
23596,KLHL12,PRR13
23597,KLHL12,RGL3
23598,KLHL12,INMT
23599,KLHL12,MYO15B
23600,SSX2IP,PRPF3
23601,SSX2IP,SHFL
23602,SSX2IP,ERAL1
23603,SSX2IP,KIFC3
23604,SSX2IP,ZNF202
23605,SSX2IP,MORN4
23606,SSX2IP,ZNF408
23607,SSX2IP,TSGA10IP
23608,SSX2IP,ZNF648
23609,SSX2IP,ZNF438
23610,SSX2IP,ZNF250
23611,SSX2IP,CCDC187
23612,RBBP5,ASH2L
23613,CDK18,BLZF1
23614,CDK18,TRAF2
23615,CDK18,ZNF426
23616,CDK18,PPFIA1
23617,CDK18,KRT34
23618,CDK18,MTUS2
23619,CDK18,TRIM50
23620,CDK18,HMBOX1
23621,CDK18,VPS28
23622,CDK18,REL
23623,CDK18,AK8
23624,CDK18,GOLGA2
23625,CDK18,CCDC88B
23626,CDK18,KRT86
23627,CDK18,KRT75
23628,CDK18,KRT15
23629,CDK18,HAP1
23630,CDK18,CBY2
23631,CDK18,CCDC125
23632,CDK18,ZNF438
23633,CDK18,NUTM1
23634,CDK18,FSD2
23635,CDK18,KRT16
23636,CDK18,INCA1
23637,CDK18,ZNF774
23638,CDK18,GOLGA6L9
23639,CDK18,VPS52
23640,RAB29,TRIM32
23641,RAB29,REL
23642,RAB29,LDOC1
23643,RAB29,TRIM27
23644,CD160,THRA
23645,CD160,MAL2
23646,CD160,CMTM5
23647,CD160,MDM4
23648,ECE1,CLK2
23649,ECE1,KRTAP10-8
23650,ECE1,CYSRT1
23651,ECE1,KRTAP1-3
23652,GALE,GALE
23653,ID3,FRS3
23654,ID3,SDCBP
23655,ID3,GUCD1
23656,ID3,TCF12
23657,ID3,LMO4
23658,ID3,CREB5
23659,ID3,MSGN1
23660,ID3,BOLA2B
23661,ID3,KAT5
23662,ID3,BOLA2
23663,ID3,TCF4
23664,ID3,KRTAP26-1
23665,ID3,C22orf39
23666,CD46,POU4F2
23667,CD46,MGAT5B
23668,CD46,GPR37L1
23669,CD46,AGR3
23670,CD46,ANKRD46
23671,PRPF3,CCDC136
23672,PRPF3,FCHO1
23673,PRPF3,NKAPD1
23674,PRPF3,HSF2BP
23675,PRPF3,SHKBP1
23676,PRPF3,NACC1
23677,PRPF3,GOLGA2
23678,PRPF3,ZFPM2
23679,PRPF3,FAM9B
23680,PRPF3,RNF151
23681,PRPF3,CCDC125
23682,PRPF3,TSPYL1
23683,PRPF3,TRIM39
23684,PRPF3,PIP4K2B
23685,APH1A,SERP1
23686,APH1A,MPP1
23687,APH1A,MRAP2
23688,APH1A,FXYD6
23689,APH1A,ASGR1
23690,APH1A,TMEM140
23691,APH1A,TMEM218
23692,APH1A,MFSD6
23693,APH1A,SMAGP
23694,APH1A,SCAND1
23695,APH1A,TRARG1
23696,APH1A,ANKRD46
23697,APH1A,APOD
23698,APH1A,LAT
23699,APH1A,FIS1
23700,EBNA1BP2,FAM9B
23701,IPO13,PSMA1
23702,IPO13,PAX3
23703,IPO13,HMBOX1
23704,ATP6V0B,SPACA1
23705,ATP6V0B,GJA8
23706,ATP6V0B,FAM210B
23707,ATP6V0B,INSIG2
23708,ATP6V0B,GPR42
23709,ATP6V0B,EMP1
23710,ATP6V0B,KLRC1
23711,ATP6V0B,MIP
23712,ATP6V0B,NRM
23713,ATP6V0B,SLC2A5
23714,ATP6V0B,TM4SF19
23715,ATP6V0B,STOM
23716,ATP6V0B,MS4A3
23717,ATP6V0B,GPR61
23718,ATP6V0B,VMA21
23719,ATP6V0B,MFF
23720,ATP6V0B,ADGRG3
23721,ATP6V0B,COL4A5
23722,ATP6V0B,APOD
23723,ATP6V0B,TMEM242
23724,ATP6V0B,TM4SF19-DYNLT2B
23725,PIK3R3,BLZF1
23726,PIK3R3,ENKD1
23727,PIK3R3,SSBP4
23728,PIK3R3,PLAAT4
23729,PIK3R3,BLK
23730,PIK3R3,ITGB3BP
23731,PIK3R3,TNNI1
23732,PIK3R3,RUSC1
23733,PIK3R3,DISC1
23734,PIK3R3,C9orf24
23735,PIK3R3,NAB2
23736,PIK3R3,PTK2
23737,PIK3R3,PIK3CD
23738,PIK3R3,STAT5B
23739,PIK3R3,CEP19
23740,PIK3R3,DRAP1
23741,PIK3R3,PLEKHF2
23742,PIK3R3,YES1
23743,PIK3R3,ZNF620
23744,PIK3R3,GRB2
23745,PIK3R3,CCDC89
23746,PIK3R3,ZBTB18
23747,PIK3R3,SERTAD2
23748,PIK3R3,SPATA32
23749,PIK3R3,PRKAR1B
23750,PIK3R3,KIAA0408
23751,PIK3R3,CCDC196
23752,PIK3R3,L3MBTL3
23753,PIK3R3,FAM166B
23754,PIK3R3,C3orf36
23755,TSPAN1,TMEM80
23756,BLZF1,ZNF410
23757,BLZF1,PCDHB12
23758,BLZF1,PKN1
23759,BLZF1,FAM124B
23760,BLZF1,ENKD1
23761,BLZF1,RAB2B
23762,BLZF1,USHBP1
23763,BLZF1,PRKAB2
23764,BLZF1,BEX2
23765,BLZF1,CCNH
23766,BLZF1,TSTD2
23767,BLZF1,FRS3
23768,BLZF1,TCF19
23769,BLZF1,TBC1D7
23770,BLZF1,CCDC120
23771,BLZF1,BAG4
23772,BLZF1,NTAQ1
23773,BLZF1,IKZF3
23774,BLZF1,TEKT4
23775,BLZF1,SCNM1
23776,BLZF1,ERCC3
23777,BLZF1,IGFN1
23778,BLZF1,IQUB
23779,BLZF1,GEM
23780,BLZF1,PRPF18
23781,BLZF1,SPRED1
23782,BLZF1,LMO1
23783,BLZF1,TRAPPC2L
23784,BLZF1,POLR1C
23785,BLZF1,FAM90A1
23786,BLZF1,IL16
23787,BLZF1,KAT5
23788,BLZF1,TCAP
23789,BLZF1,KLHL38
23790,BLZF1,RAB39A
23791,BLZF1,MKRN3
23792,BLZF1,CTNNA3
23793,BLZF1,ZNF124
23794,BLZF1,KANK2
23795,BLZF1,TRIM59
23796,BLZF1,
23797,BLZF1,AQP1
23798,BLZF1,CFAP206
23799,TMED5,CXCL9
23800,DR1,POLE3
23801,VAMP4,ELOVL4
23802,VAMP4,MTIF3
23803,VAMP4,FAM210B
23804,VAMP4,FAM209A
23805,VAMP4,STX16
23806,VAMP4,ERGIC3
23807,VAMP4,RETREG3
23808,VAMP4,MGST3
23809,VAMP4,SYT2
23810,VAMP4,TM4SF19
23811,VAMP4,SLC10A6
23812,VAMP4,CISD2
23813,VAMP4,EBP
23814,VAMP4,STOM
23815,VAMP4,PTGES
23816,VAMP4,GPX8
23817,VAMP4,SSMEM1
23818,VAMP4,ANKS6
23819,VAMP4,SEC11C
23820,VAMP4,CPLX4
23821,VAMP4,PSCA
23822,VAMP4,REEP4
23823,VAMP4,MFF
23824,VAMP4,ARL13B
23825,VAMP4,TMEM51
23826,VAMP4,GPR152
23827,VAMP4,EVI2B
23828,VAMP4,LDLRAD1
23829,VAMP4,TMX2
23830,VAMP4,LEUTX
23831,VAMP4,TM4SF19-DYNLT2B
23832,FASLG,KRT33B
23833,FASLG,ECM1
23834,FASLG,RGS20
23835,FASLG,IHO1
23836,FASLG,KRTAP11-1
23837,FASLG,CYSRT1
23838,FASLG,KRTAP12-3
23839,PTBP2,RBPMS2
23840,DARS2,AOC3
23841,DARS2,THSD7B
23842,DARS2,TSPAN33
23843,DARS2,COL8A2
23844,DARS2,TMEM239
23845,UTP25,AP2M1
23846,UTP25,RUFY1
23847,UTP25,ZBTB10
23848,SYF2,ARMC7
23849,RSRP1,CCNL1
23850,RSRP1,CLK2
23851,RSRP1,CLK3
23852,RCOR3,MESD
23853,RCOR3,PHF19
23854,RCOR3,NRDE2
23855,RCOR3,USHBP1
23856,RCOR3,GSE1
23857,RCOR3,MTUS2
23858,RCOR3,LCA5
23859,RCOR3,ABI1
23860,RCOR3,TRIM54
23861,RCOR3,HMBOX1
23862,RCOR3,VAX1
23863,RCOR3,FAM81A
23864,RCOR3,HSF2BP
23865,RCOR3,ICA1L
23866,RCOR3,GKAP1
23867,RCOR3,GOLGA2
23868,RCOR3,ANKRD11
23869,RCOR3,KRT24
23870,RCOR3,ING5
23871,RCOR3,KRT75
23872,RCOR3,KRT19
23873,RCOR3,KRT15
23874,RCOR3,MCC
23875,RCOR3,KRT27
23876,RCOR3,CCDC106
23877,RCOR3,CBY2
23878,RCOR3,CEP63
23879,RCOR3,EFHC2
23880,RCOR3,NUTM1
23881,RCOR3,FSD2
23882,RCOR3,ZNF383
23883,RCOR3,BORCS6
23884,RCOR3,MAGEA6
23885,RCOR3,BHLHB9
23886,RCOR3,CCHCR1
23887,RCOR3,HAUS3
23888,RCOR3,ZNF688
23889,RCOR3,PTTG2
23890,RCOR3,ISY1-RAB43
23891,MTFR1L,ANKRD11
23892,MAN1C1,MYG1
23893,MAN1C1,FARS2
23894,RPA2,RPA1
23895,RPA2,XPA
23896,PPP1R8,RTN4IP1
23897,PPP1R8,PPP1CA
23898,PPP1R8,PPP1CC
23899,STX12,GORAB
23900,STX12,SLC66A2
23901,STX12,ERGIC3
23902,STX12,TMEM14B
23903,STX12,STXBP5L
23904,STX12,SLC10A6
23905,STX12,CISD2
23906,STX12,EBP
23907,STX12,MFSD6
23908,STX12,TLCD4
23909,STX12,FCER1G
23910,STX12,KASH5
23911,STX12,PDZK1IP1
23912,STX12,RIC3
23913,STX12,SEC11C
23914,STX12,NEMP1
23915,STX12,MMGT1
23916,STX12,TMEM31
23917,STX12,TMEM86B
23918,STX12,TMX2
23919,STX12,TMEM167B
23920,TXNDC12,DPF2
23921,TXNDC12,CAMLG
23922,TXNDC12,UBQLN2
23923,TXNDC12,SGTB
23924,MESD,ABITRAM
23925,MESD,NRDE2
23926,MESD,CUTC
23927,MESD,MAGEB4
23928,MESD,COL10A1
23929,MESD,ENKD1
23930,MESD,ASH2L
23931,MESD,GTPBP3
23932,MESD,UBQLN1
23933,MESD,AKIRIN2
23934,MESD,MAP1LC3B
23935,MESD,AKT1
23936,MESD,ABCG8
23937,MESD,CNOT9
23938,MESD,FARS2
23939,MESD,GOLGA7
23940,MESD,FAM13C
23941,MESD,TEX12
23942,MESD,ZNF827
23943,MESD,CENPH
23944,MESD,LY96
23945,MESD,PMF1
23946,MESD,CCDC105
23947,MESD,AKNAD1
23948,MESD,MELTF
23949,MESD,COL1A2
23950,MESD,GEM
23951,MESD,TTC21A
23952,MESD,ADAL
23953,MESD,CYP4F11
23954,MESD,QARS1
23955,MESD,CLP1
23956,MESD,CHCHD1
23957,MESD,ACBD7
23958,MESD,COX14
23959,MESD,COX5A
23960,MESD,FCER1A
23961,MESD,TREX2
23962,MESD,CENATAC
23963,MESD,LCE1A
23964,MESD,ZNF493
23965,MESD,TPM2
23966,MESD,ZNF844
23967,MESD,HSBP1L1
23968,MESD,TEX48
23969,MESD,ATP6V1E2
23970,MESD,BORCS8
23971,MESD,SIK1B
23972,MESD,H2AB3
23973,MESD,H2AB2
23974,MESD,MRM1
23975,RCN2,GABARAPL1
23976,APOA1,CMTM5
23977,ZNF541,AJUBA
23978,RPS25,HMBOX1
23979,RPS25,NKAPD1
23980,RPS25,TSPYL2
23981,RPS25,STAC3
23982,RPS25,ZBTB14
23983,RPS25,HOMEZ
23984,TNNT2,TNNT2
23985,TNNT2,TNNI1
23986,TNNT2,MORF4L1
23987,TNNT2,TRIM69
23988,MREG,EIF1AD
23989,TNP1,DVL3
23990,CREB1,CRTC2
23991,TTR,NDUFA5
23992,TTR,ATF5
23993,DNAI7,ABI2
23994,DNAI7,NME7
23995,ELOVL4,SEC22A
23996,ELOVL4,ORMDL2
23997,ELOVL4,PLP1
23998,ELOVL4,VAPB
23999,ELOVL4,BTN2A2
24000,ELOVL4,CD70
24001,ELOVL4,ADGRE2
24002,ELOVL4,PKMYT1
24003,ELOVL4,APOL3
24004,ELOVL4,TMEM128
24005,ELOVL4,TMEM254
24006,ELOVL4,ERG28
24007,ELOVL4,IER3IP1
24008,ELOVL4,TMEM243
24009,ELOVL4,FXYD6
24010,ELOVL4,VAMP1
24011,ELOVL4,TMEM19
24012,ELOVL4,CMTM3
24013,ELOVL4,MALL
24014,ELOVL4,TMEM44
24015,ELOVL4,TMEM218
24016,ELOVL4,FAM177A1
24017,ELOVL4,SERP2
24018,ELOVL4,CMTM7
24019,ELOVL4,MMP14
24020,ELOVL4,CLDND2
24021,ELOVL4,ZFPL1
24022,ELOVL4,SLC30A8
24023,ELOVL4,CMTM5
24024,ELOVL4,STX3
24025,ELOVL4,LY6D
24026,ELOVL4,VAMP5
24027,ELOVL4,ITGAM
24028,ELOVL4,TMEM42
24029,ELOVL4,GPR37L1
24030,ELOVL4,GYPA
24031,ELOVL4,FAXDC2
24032,ELOVL4,TSNARE1
24033,ELOVL4,JAGN1
24034,ELOVL4,BCL2L1
24035,ELOVL4,NINJ2
24036,ELOVL4,ORMDL3
24037,ELOVL4,SERF1A
24038,ELOVL4,YIF1A
24039,ELOVL4,ZDHHC21
24040,ELOVL4,BNIP3
24041,ELOVL4,TMEM11
24042,ELOVL4,YIPF6
24043,ELOVL4,SNORC
24044,ELOVL4,TRARG1
24045,ELOVL4,ANKRD46
24046,ELOVL4,CYP4F2
24047,ELOVL4,TMEM222
24048,ELOVL4,TMEM203
24049,ELOVL4,COL4A5
24050,ELOVL4,GIMAP5
24051,ELOVL4,PTPN1
24052,ELOVL4,FAM3C
24053,ELOVL4,LHFPL5
24054,ELOVL4,RTP2
24055,ELOVL4,PLN
24056,ELOVL4,UBE2J1
24057,ELOVL4,CCDC167
24058,ELOVL4,SERF1B
24059,ELOVL4,SFT2D2
24060,ELOVL4,GIMAP1
24061,ELOVL4,TREX1
24062,ELOVL4,TMEM242
24063,ELOVL4,TMEM199
24064,ELOVL4,SEC22B
24065,ELOVL4,
24066,ELOVL4,CCL4L2
24067,UBE3D,MAGEA11
24068,SPACA1,EMP1
24069,SPACA1,CD72
24070,SPACA1,EMP3
24071,SPACA1,THSD7B
24072,SPACA1,TMEM140
24073,SPACA1,TMEM47
24074,SPACA1,SERP2
24075,SPACA1,NRSN1
24076,SPACA1,CLDN19
24077,SPACA1,NSG1
24078,SPACA1,SMAGP
24079,SPACA1,BNIP3
24080,SPACA1,RPRM
24081,SPACA1,LSMEM2
24082,SPACA1,SERTM1
24083,SPACA1,ATP6V0C
24084,SPACA1,GIMAP5
24085,SPACA1,PLN
24086,SPACA1,CTXN3
24087,SPACA1,SMIM3
24088,ANKRD13C,CLDND2
24089,ZC2HC1B,GABPA
24090,ZC2HC1B,NFKBID
24091,ZC2HC1B,ZGPAT
24092,ZC2HC1B,CASTOR1
24093,TNFAIP3,TNFAIP3
24094,TNFAIP3,TRAF2
24095,TNFAIP3,GAS8
24096,TNFAIP3,TNIP1
24097,TNFAIP3,RAD23A
24098,AKAP7,ROPN1L
24099,AKAP7,C8orf34
24100,AKAP7,PRKAR1B
24101,RAB32,DDIT4L
24102,RAB32,LRMDA
24103,RAB32,PPP3R2
24104,MYB,PAIP1
24105,SGK1,MAL2
24106,SGK1,CETN3
24107,RNF146,TRAF2
24108,RNF146,KASH5
24109,RNF146,NDUFAF3
24110,TCF21,MYOD1
24111,TCF21,SDCBP
24112,TCF21,TCF12
24113,MED28,TCP11
24114,MED28,SUOX
24115,MED28,MED30
24116,MED28,CBY2
24117,SLC16A7,FXYD6
24118,SLC16A7,IFITM3
24119,SLC16A7,SFXN1
24120,SLC16A7,GPR25
24121,SLC16A7,SMAGP
24122,SLC16A7,LEMD1
24123,SLC16A7,ACSL5
24124,SLC16A7,TIMM23
24125,ZNF430,HGS
24126,DCLRE1B,NOXA1
24127,MYL12B,NSMF
24128,OLFM3,DYNLT1
24129,OLFM3,TCF4
24130,PKD2,HSF2BP
24131,PKD2,KRTAP6-2
24132,PKD2,CYSRT1
24133,SPP1,SGTB
24134,SPP1,GET3
24135,CCNI,CDK5
24136,CCNI,ZMYND19
24137,CCNI,CDK3
24138,EEF2KMT,KIAA1328
24139,EEF2KMT,HPRT1
24140,EEF2KMT,NR0B1
24141,EEF2KMT,ZNF35
24142,EEF2KMT,ZNF620
24143,EEF2KMT,PRKAR1B
24144,PPL,POF1B
24145,PPL,HECTD3
24146,PPL,TRAF2
24147,PPL,RAB3IP
24148,PPL,KNSTRN
24149,PPL,ZSCAN1
24150,PPL,ZNF474
24151,PPL,PLEKHA7
24152,PPL,ZBTB26
24153,PPL,DES
24154,PPL,IKZF1
24155,PPL,KCTD21
24156,PPL,ZSCAN16
24157,PPL,KRT39
24158,PPL,C6orf141
24159,PPL,ZNF165
24160,PPL,KRT25
24161,KLF12,FHL3
24162,KLF12,EHMT2
24163,PCDH17,TSC22D4
24164,CCND2,CDKN1A
24165,CCND2,CDK4
24166,CCND2,CDK5
24167,ELL2,PRKAB2
24168,ELL2,EAF1
24169,SATB2,POLR2J3
24170,UBE2B,HERPUD2
24171,ECRG4,UBQLN2
24172,ITGB1BP1,CCDC33
24173,ITGB1BP1,RHOH
24174,CCDC92,CCDC92
24175,CCDC92,DISC1
24176,CCDC92,TRIML2
24177,RAD23B,HIP1
24178,RAD23B,MKRN1
24179,RAD23B,UBC
24180,RAD23B,NGLY1
24181,RAD23B,USP25
24182,RAD23B,PSMD4
24183,RAD23B,UBB
24184,RAD23B,PUF60
24185,RAD23B,UBQLN2
24186,RAD23B,PNMA5
24187,RAD23B,RSC1A1
24188,CTNNAL1,TRIM7
24189,CTNNAL1,TSC22D4
24190,CTNNAL1,SERTAD3
24191,CTNNAL1,RNF135
24192,CTNNAL1,DMD
24193,CTNNAL1,ZBED1
24194,ABITRAM,HMBOX1
24195,ABITRAM,C4orf19
24196,ABITRAM,PUS10
24197,SET,CDCA8
24198,SET,SDCBP
24199,SET,SGO2
24200,SET,ZNF438
24201,SET,THAP7
24202,SET,ZNF17
24203,SET,FAM111B
24204,SET,REPIN1
24205,SET,TEX35
24206,PTPA,AMOT
24207,PTPA,CCDC125
24208,PTPA,NIF3L1
24209,RAB14,SH3BP5L
24210,RAB14,FAM71C
24211,TRIM32,TRIM32
24212,TRIM32,ERGIC3
24213,TRIM32,SYT6
24214,TRIM32,UBQLN1
24215,TRIM32,DERL1
24216,TRIM32,SDCBP
24217,TRIM32,ABI2
24218,TRIM32,PELI2
24219,TRIM32,LCN2
24220,TRIM32,SCGB1A1
24221,TRIM32,NTAQ1
24222,TRIM32,PDE9A
24223,TRIM32,GEM
24224,TRIM32,FADS6
24225,TRIM32,TCEANC
24226,TRIM32,UBQLN2
24227,TRIM32,UBE2V1
24228,FBXW2,CLVS2
24229,PHF19,HOXB5
24230,PHF19,THAP1
24231,PHF19,ZNF837
24232,PHF19,BAG4
24233,PHF19,DVL3
24234,PHF19,SNIP1
24235,PHF19,INO80E
24236,PHF19,TSPYL2
24237,PHF19,THAP7
24238,PHF19,HOMEZ
24239,PHF19,POTEB3
24240,NEK6,ZC2HC1C
24241,NEK6,SORBS3
24242,NEK6,MYOG
24243,NEK6,SMUG1
24244,NEK6,
24245,NEK6,CFP
24246,NEK6,TRAF2
24247,NEK6,CCDC136
24248,NEK6,GFAP
24249,NEK6,KRT34
24250,NEK6,DPH2
24251,NEK6,COG6
24252,NEK6,BHLHE40
24253,NEK6,KATNBL1
24254,NEK6,TRIM54
24255,NEK6,TCF12
24256,NEK6,PRDM16
24257,NEK6,DDIT4L
24258,NEK6,RBAK
24259,NEK6,GIGYF1
24260,NEK6,CCDC120
24261,NEK6,ZCCHC7
24262,NEK6,KIAA1328
24263,NEK6,SAXO1
24264,NEK6,GRIP1
24265,NEK6,SH3RF2
24266,NEK6,UBXN11
24267,NEK6,PPP1R16A
24268,NEK6,IKZF3
24269,NEK6,MYOZ3
24270,NEK6,BEND7
24271,NEK6,PLEKHA7
24272,NEK6,TEPSIN
24273,NEK6,NUDT16L1
24274,NEK6,SPRY3
24275,NEK6,METTL15
24276,NEK6,KRT8
24277,NEK6,KRT75
24278,NEK6,MBD3L1
24279,NEK6,ZNF24
24280,NEK6,IHO1
24281,NEK6,CBY2
24282,NEK6,GOLGA6L2
24283,NEK6,CTBP2
24284,NEK6,DES
24285,NEK6,FAM220A
24286,NEK6,RIMBP3C
24287,NEK6,ZNF438
24288,NEK6,EFHC2
24289,NEK6,ZFP90
24290,NEK6,KRTAP10-8
24291,NEK6,NIF3L1
24292,NEK6,INCA1
24293,NEK6,ZNF774
24294,NEK6,TCF4
24295,NEK6,KRTAP13-1
24296,NEK6,ZNF587
